request;permission;role;Candidate_Roles
I need to restore deleted users.;NONE;NONE;NONE
I need to restore deleted users.;NONE;NONE;NONE
I need to restore deleted users.;NONE;NONE;NONE
I need to restore deleted users.;NONE;NONE;NONE
I need to restore deleted users.;NONE;NONE;NONE
I need to update tenant restrictions of cross-tenant access policy for partners.;microsoft.directory/crossTenantAccessPolicy/partners/tenantRestrictions/update;Global Administrator;Global Administrator(205), Security Administrator(80)
I need to update tenant restrictions of cross-tenant access policy for partners.;microsoft.directory/crossTenantAccessPolicy/partners/tenantRestrictions/update;Global Administrator;Global Administrator(205), Security Administrator(80)
I need to update tenant restrictions of cross-tenant access policy for partners.;microsoft.directory/crossTenantAccessPolicy/partners/tenantRestrictions/update;Global Administrator;Global Administrator(205), Security Administrator(80)
I need to update tenant restrictions of cross-tenant access policy for partners.;microsoft.directory/crossTenantAccessPolicy/partners/tenantRestrictions/update;Global Administrator;Global Administrator(205), Security Administrator(80)
I need to update tenant restrictions of cross-tenant access policy for partners.;microsoft.directory/crossTenantAccessPolicy/partners/tenantRestrictions/update;Global Administrator;Global Administrator(205), Security Administrator(80)
I need to read all properties on audit logs, excluding custom security attributes audit logs.;NONE;NONE;NONE
I need to read all properties on audit logs, excluding custom security attributes audit logs.;NONE;NONE;NONE
I need to read all properties on audit logs, excluding custom security attributes audit logs.;NONE;NONE;NONE
I need to read all properties on audit logs, excluding custom security attributes audit logs.;NONE;NONE;NONE
I need to read all properties on audit logs, excluding custom security attributes audit logs.;NONE;NONE;NONE
I need to read entities and permissions of SharePoint Embedded containers.;microsoft.office365.fileStorageContainers/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), SharePoint Embedded Administrator(6)
I need to read entities and permissions of SharePoint Embedded containers.;microsoft.office365.fileStorageContainers/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), SharePoint Embedded Administrator(6)
I need to read entities and permissions of SharePoint Embedded containers.;microsoft.office365.fileStorageContainers/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), SharePoint Embedded Administrator(6)
I need to read entities and permissions of SharePoint Embedded containers.;microsoft.office365.fileStorageContainers/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), SharePoint Embedded Administrator(6)
I need to read entities and permissions of SharePoint Embedded containers.;microsoft.office365.fileStorageContainers/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), SharePoint Embedded Administrator(6)
I need to read and configure Azure DevOps.;microsoft.azure.devOps/allEntities/allTasks;Azure DevOps Administrator;Azure DevOps Administrator(1)
I need to read and configure Azure DevOps.;microsoft.azure.devOps/allEntities/allTasks;Azure DevOps Administrator;Azure DevOps Administrator(1)
I need to read and configure Azure DevOps.;microsoft.azure.devOps/allEntities/allTasks;Azure DevOps Administrator;Azure DevOps Administrator(1)
I need to read and configure Azure DevOps.;microsoft.azure.devOps/allEntities/allTasks;Azure DevOps Administrator;Azure DevOps Administrator(1)
I need to read and configure Azure DevOps.;microsoft.azure.devOps/allEntities/allTasks;Azure DevOps Administrator;Azure DevOps Administrator(1)
I need to update basic properties of custom rules that define network locations.;NONE;NONE;NONE
I need to update basic properties of custom rules that define network locations.;NONE;NONE;NONE
I need to update basic properties of custom rules that define network locations.;NONE;NONE;NONE
I need to update basic properties of custom rules that define network locations.;NONE;NONE;NONE
I need to update basic properties of custom rules that define network locations.;NONE;NONE;NONE
I need to delete custom rules that define network locations.;NONE;NONE;NONE
I need to delete custom rules that define network locations.;NONE;NONE;NONE
I need to delete custom rules that define network locations.;NONE;NONE;NONE
I need to delete custom rules that define network locations.;NONE;NONE;NONE
I need to delete custom rules that define network locations.;NONE;NONE;NONE
