request;permission;role;Candidate_Roles
"""I need to read standard properties of traffic logs such as DeviceId, DestinationIp and PolicyRuleId.""";microsoft.networkAccess/trafficLogs/standard/read;Global Secure Access Log Reader;Global Secure Access Log Reader(1)
"""I need to read standard properties of traffic logs such as DeviceId, DestinationIp and PolicyRuleId.""";microsoft.networkAccess/trafficLogs/standard/read;Global Secure Access Log Reader;Global Secure Access Log Reader(1)
"""I need to read standard properties of traffic logs such as DeviceId, DestinationIp and PolicyRuleId.""";microsoft.networkAccess/trafficLogs/standard/read;Global Secure Access Log Reader;Global Secure Access Log Reader(1)
"""I need to update owners of service principals.""";microsoft.directory/servicePrincipals/owners/update;Application Administrator;Application Administrator(72), Cloud Application Administrator(60), Hybrid Identity Administrator(60)
"""I need to update owners of service principals.""";microsoft.directory/servicePrincipals/owners/update;Application Administrator;Application Administrator(72), Cloud Application Administrator(60), Hybrid Identity Administrator(60)
"""I need to update owners of service principals.""";microsoft.directory/servicePrincipals/owners/update;Application Administrator;Application Administrator(72), Cloud Application Administrator(60), Hybrid Identity Administrator(60)
"""I need to update owners of service principals.""";microsoft.directory/servicePrincipals/owners/update;Application Administrator;Application Administrator(72), Cloud Application Administrator(60), Hybrid Identity Administrator(60)
"""I need to update owners of service principals.""";microsoft.directory/servicePrincipals/owners/update;Application Administrator;Application Administrator(72), Cloud Application Administrator(60), Hybrid Identity Administrator(60)
"""I need to perform the ``activate service`` action for a service.""";NONE;NONE;NONE
"""I need to perform the ``activate service`` action for a service.""";NONE;NONE;NONE
"""I need to perform the ``activate service`` action for a service.""";NONE;NONE;NONE
"""I need to perform the ``activate service`` action for a service.""";NONE;NONE;NONE
"""I need to perform the ``activate service`` action for a service.""";NONE;NONE;NONE
"""I need to create policies in Microsoft Entra ID.""";microsoft.directory/policies/allProperties/allTasks;Global Administrator;Global Administrator(205)
"""I need to create policies in Microsoft Entra ID.""";microsoft.directory/policies/allProperties/allTasks;Global Administrator;Global Administrator(205)
"""I need to create policies in Microsoft Entra ID.""";microsoft.directory/policies/allProperties/allTasks;Global Administrator;Global Administrator(205)
"""I need to create policies in Microsoft Entra ID.""";microsoft.directory/policies/allProperties/allTasks;Global Administrator;Global Administrator(205)
"""I need to create policies in Microsoft Entra ID.""";microsoft.directory/policies/allProperties/allTasks;Global Administrator;Global Administrator(205)
"""I need to update Conditional Access authentication context of Microsoft 365 role-based access control (RBAC) resource actions.""";NONE;NONE;NONE
"""I need to update Conditional Access authentication context of Microsoft 365 role-based access control (RBAC) resource actions.""";NONE;NONE;NONE
"""I need to update Conditional Access authentication context of Microsoft 365 role-based access control (RBAC) resource actions.""";NONE;NONE;NONE
"""I need to update Conditional Access authentication context of Microsoft 365 role-based access control (RBAC) resource actions.""";NONE;NONE;NONE
"""I need to update Conditional Access authentication context of Microsoft 365 role-based access control (RBAC) resource actions.""";NONE;NONE;NONE
"""I need to permanently delete groups, which can no longer be restored.""";microsoft.directory/groups/delete;User Administrator;User Administrator(54), Partner Tier2 Support(45), Partner Tier1 Support(39), Groups Administrator(22)
"""I need to permanently delete groups, which can no longer be restored.""";microsoft.directory/groups/delete;User Administrator;User Administrator(54), Partner Tier2 Support(45), Partner Tier1 Support(39), Groups Administrator(22)
"""I need to permanently delete groups, which can no longer be restored.""";microsoft.directory/groups/delete;User Administrator;User Administrator(54), Partner Tier2 Support(45), Partner Tier1 Support(39), Groups Administrator(22)
"""I need to permanently delete groups, which can no longer be restored.""";microsoft.directory/groups/delete;User Administrator;User Administrator(54), Partner Tier2 Support(45), Partner Tier1 Support(39), Groups Administrator(22)
"""I need to permanently delete groups, which can no longer be restored.""";microsoft.directory/groups/delete;User Administrator;User Administrator(54), Partner Tier2 Support(45), Partner Tier1 Support(39), Groups Administrator(22)
"""I need to delete Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/delete;Security Administrator;Security Administrator(80), Conditional Access Administrator(13)
"""I need to delete Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/delete;Security Administrator;Security Administrator(80), Conditional Access Administrator(13)
"""I need to delete Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/delete;Security Administrator;Security Administrator(80), Conditional Access Administrator(13)
"""I need to delete Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/delete;Security Administrator;Security Administrator(80), Conditional Access Administrator(13)
"""I need to delete Conditional Access policies.""";microsoft.directory/conditionalAccessPolicies/delete;Security Administrator;Security Administrator(80), Conditional Access Administrator(13)
"""I need to read all properties of admin consent request policies in Microsoft Entra ID.""";microsoft.directory/policies/allProperties/read;Global Reader;Global Reader(95)
"""I need to read all properties of admin consent request policies in Microsoft Entra ID.""";microsoft.directory/policies/allProperties/read;Global Reader;Global Reader(95)
"""I need to read all properties of admin consent request policies in Microsoft Entra ID.""";microsoft.directory/policies/allProperties/read;Global Reader;Global Reader(95)
"""I need to read all properties of admin consent request policies in Microsoft Entra ID.""";microsoft.directory/policies/allProperties/read;Global Reader;Global Reader(95)
"""I need to read all properties of admin consent request policies in Microsoft Entra ID.""";microsoft.directory/policies/allProperties/read;Global Reader;Global Reader(95)
"""I need to read basic properties on subscriptions.""";NONE;NONE;NONE
"""I need to read basic properties on subscriptions.""";NONE;NONE;NONE
"""I need to read basic properties on subscriptions.""";NONE;NONE;NONE
"""I need to read basic properties on subscriptions.""";NONE;NONE;NONE
"""I need to read basic properties on subscriptions.""";NONE;NONE;NONE
"""I need to manage learning sources and all their properties in Learning App.""";NONE;NONE;NONE
"""I need to manage learning sources and all their properties in Learning App.""";NONE;NONE;NONE
"""I need to manage learning sources and all their properties in Learning App.""";NONE;NONE;NONE
"""I need to manage learning sources and all their properties in Learning App.""";NONE;NONE;NONE
"""I need to manage learning sources and all their properties in Learning App.""";NONE;NONE;NONE
"""I need to create cross-tenant sync policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/identitySynchronization/create;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to create cross-tenant sync policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/identitySynchronization/create;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to create cross-tenant sync policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/identitySynchronization/create;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to create cross-tenant sync policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/identitySynchronization/create;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to create cross-tenant sync policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/identitySynchronization/create;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to create and delete all resources, and read and update standard properties in Privileged Identity Management.""";microsoft.directory/privilegedIdentityManagement/allProperties/allTasks;Privileged Role Administrator;Privileged Role Administrator(28)
"""I need to create and delete all resources, and read and update standard properties in Privileged Identity Management.""";microsoft.directory/privilegedIdentityManagement/allProperties/allTasks;Privileged Role Administrator;Privileged Role Administrator(28)
"""I need to create and delete all resources, and read and update standard properties in Privileged Identity Management.""";microsoft.directory/privilegedIdentityManagement/allProperties/allTasks;Privileged Role Administrator;Privileged Role Administrator(28)
"""I need to create and delete all resources, and read and update standard properties in Privileged Identity Management.""";microsoft.directory/privilegedIdentityManagement/allProperties/allTasks;Privileged Role Administrator;Privileged Role Administrator(28)
"""I need to create and delete all resources, and read and update standard properties in Privileged Identity Management.""";microsoft.directory/privilegedIdentityManagement/allProperties/allTasks;Privileged Role Administrator;Privileged Role Administrator(28)
"""I need to approve or reject new organizational messages for delivery in the Microsoft 365 admin center.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver;Organizational Messages Approver(3)
"""I need to approve or reject new organizational messages for delivery in the Microsoft 365 admin center.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver;Organizational Messages Approver(3)
"""I need to approve or reject new organizational messages for delivery in the Microsoft 365 admin center.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver;Organizational Messages Approver(3)
"""I need to approve or reject new organizational messages for delivery in the Microsoft 365 admin center.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver;Organizational Messages Approver(3)
"""I need to approve or reject new organizational messages for delivery in the Microsoft 365 admin center.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver;Organizational Messages Approver(3)
"""I need to read all properties of access reviews for membership in Security and Microsoft 365 groups, including role-assignable groups.""";microsoft.directory/accessReviews/definitions.groups/allProperties/read;User Administrator;User Administrator(54), Privileged Role Administrator(28), Identity Governance Administrator(10)
"""I need to read all properties of access reviews for membership in Security and Microsoft 365 groups, including role-assignable groups.""";microsoft.directory/accessReviews/definitions.groups/allProperties/read;User Administrator;User Administrator(54), Privileged Role Administrator(28), Identity Governance Administrator(10)
"""I need to read all properties of access reviews for membership in Security and Microsoft 365 groups, including role-assignable groups.""";microsoft.directory/accessReviews/definitions.groups/allProperties/read;User Administrator;User Administrator(54), Privileged Role Administrator(28), Identity Governance Administrator(10)
"""I need to read all properties of access reviews for membership in Security and Microsoft 365 groups, including role-assignable groups.""";microsoft.directory/accessReviews/definitions.groups/allProperties/read;User Administrator;User Administrator(54), Privileged Role Administrator(28), Identity Governance Administrator(10)
"""I need to read all properties of access reviews for membership in Security and Microsoft 365 groups, including role-assignable groups.""";microsoft.directory/accessReviews/definitions.groups/allProperties/read;User Administrator;User Administrator(54), Privileged Role Administrator(28), Identity Governance Administrator(10)
"""I need to restore deleted users.""";microsoft.directory/deletedItems.users/restore;User Administrator;User Administrator(54), Partner Tier2 Support(45), Partner Tier1 Support(39), Privileged Authentication Administrator(20), Authentication Administrator(19)
"""I need to restore deleted users.""";microsoft.directory/deletedItems.users/restore;User Administrator;User Administrator(54), Partner Tier2 Support(45), Partner Tier1 Support(39), Privileged Authentication Administrator(20), Authentication Administrator(19)
"""I need to restore deleted users.""";microsoft.directory/deletedItems.users/restore;User Administrator;User Administrator(54), Partner Tier2 Support(45), Partner Tier1 Support(39), Privileged Authentication Administrator(20), Authentication Administrator(19)
"""I need to restore deleted users.""";microsoft.directory/deletedItems.users/restore;User Administrator;User Administrator(54), Partner Tier2 Support(45), Partner Tier1 Support(39), Privileged Authentication Administrator(20), Authentication Administrator(19)
"""I need to restore deleted users.""";microsoft.directory/deletedItems.users/restore;User Administrator;User Administrator(54), Partner Tier2 Support(45), Partner Tier1 Support(39), Privileged Authentication Administrator(20), Authentication Administrator(19)
"""I need to update tenant restrictions of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/tenantRestrictions/update;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to update tenant restrictions of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/tenantRestrictions/update;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to update tenant restrictions of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/tenantRestrictions/update;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to update tenant restrictions of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/tenantRestrictions/update;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to update tenant restrictions of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/tenantRestrictions/update;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to read all properties on audit logs, excluding custom security attributes audit logs.""";microsoft.directory/auditLogs/allProperties/read;Global Administrator;Global Administrator(205), Global Reader(95), Security Administrator(80), Application Administrator(72), Cloud Application Administrator(60), Hybrid Identity Administrator(60), Security Reader(32), Global Secure Access Administrator(20), Cloud Device Administrator(19), Security Operator(13), Reports Reader(7)
"""I need to read all properties on audit logs, excluding custom security attributes audit logs.""";microsoft.directory/auditLogs/allProperties/read;Global Administrator;Global Administrator(205), Global Reader(95), Security Administrator(80), Application Administrator(72), Cloud Application Administrator(60), Hybrid Identity Administrator(60), Security Reader(32), Global Secure Access Administrator(20), Cloud Device Administrator(19), Security Operator(13), Reports Reader(7)
"""I need to read all properties on audit logs, excluding custom security attributes audit logs.""";microsoft.directory/auditLogs/allProperties/read;Global Administrator;Global Administrator(205), Global Reader(95), Security Administrator(80), Application Administrator(72), Cloud Application Administrator(60), Hybrid Identity Administrator(60), Security Reader(32), Global Secure Access Administrator(20), Cloud Device Administrator(19), Security Operator(13), Reports Reader(7)
"""I need to read all properties on audit logs, excluding custom security attributes audit logs.""";microsoft.directory/auditLogs/allProperties/read;Global Administrator;Global Administrator(205), Global Reader(95), Security Administrator(80), Application Administrator(72), Cloud Application Administrator(60), Hybrid Identity Administrator(60), Security Reader(32), Global Secure Access Administrator(20), Cloud Device Administrator(19), Security Operator(13), Reports Reader(7)
"""I need to read all properties on audit logs, excluding custom security attributes audit logs.""";microsoft.directory/auditLogs/allProperties/read;Global Administrator;Global Administrator(205), Global Reader(95), Security Administrator(80), Application Administrator(72), Cloud Application Administrator(60), Hybrid Identity Administrator(60), Security Reader(32), Global Secure Access Administrator(20), Cloud Device Administrator(19), Security Operator(13), Reports Reader(7)
"""I need to read entities and permissions of SharePoint Embedded containers.""";microsoft.office365.fileStorageContainers/allEntities/allProperties/read;Global Reader;Global Reader(95)
"""I need to read entities and permissions of SharePoint Embedded containers.""";microsoft.office365.fileStorageContainers/allEntities/allProperties/read;Global Reader;Global Reader(95)
"""I need to read entities and permissions of SharePoint Embedded containers.""";microsoft.office365.fileStorageContainers/allEntities/allProperties/read;Global Reader;Global Reader(95)
"""I need to read entities and permissions of SharePoint Embedded containers.""";microsoft.office365.fileStorageContainers/allEntities/allProperties/read;Global Reader;Global Reader(95)
"""I need to read entities and permissions of SharePoint Embedded containers.""";microsoft.office365.fileStorageContainers/allEntities/allProperties/read;Global Reader;Global Reader(95)
"""I need to read and configure Azure DevOps.""";NONE;NONE;NONE
"""I need to read and configure Azure DevOps.""";NONE;NONE;NONE
"""I need to read and configure Azure DevOps.""";NONE;NONE;NONE
"""I need to read and configure Azure DevOps.""";NONE;NONE;NONE
"""I need to read and configure Azure DevOps.""";NONE;NONE;NONE
"""I need to update basic properties of custom rules that define network locations.""";microsoft.directory/namedLocations/basic/update;Global Administrator;Global Administrator(205), Security Administrator(80), Conditional Access Administrator(13)
"""I need to update basic properties of custom rules that define network locations.""";microsoft.directory/namedLocations/basic/update;Global Administrator;Global Administrator(205), Security Administrator(80), Conditional Access Administrator(13)
"""I need to update basic properties of custom rules that define network locations.""";microsoft.directory/namedLocations/basic/update;Global Administrator;Global Administrator(205), Security Administrator(80), Conditional Access Administrator(13)
"""I need to update basic properties of custom rules that define network locations.""";microsoft.directory/namedLocations/basic/update;Global Administrator;Global Administrator(205), Security Administrator(80), Conditional Access Administrator(13)
"""I need to update basic properties of custom rules that define network locations.""";microsoft.directory/namedLocations/basic/update;Global Administrator;Global Administrator(205), Security Administrator(80), Conditional Access Administrator(13)
"""I need to delete custom rules that define network locations.""";microsoft.directory/namedLocations/delete;Global Administrator;Global Administrator(205), Security Administrator(80), Conditional Access Administrator(13)
"""I need to delete custom rules that define network locations.""";microsoft.directory/namedLocations/delete;Global Administrator;Global Administrator(205), Security Administrator(80), Conditional Access Administrator(13)
"""I need to delete custom rules that define network locations.""";microsoft.directory/namedLocations/delete;Global Administrator;Global Administrator(205), Security Administrator(80), Conditional Access Administrator(13)
"""I need to delete custom rules that define network locations.""";microsoft.directory/namedLocations/delete;Global Administrator;Global Administrator(205), Security Administrator(80), Conditional Access Administrator(13)
"""I need to delete custom rules that define network locations.""";microsoft.directory/namedLocations/delete;Global Administrator;Global Administrator(205), Security Administrator(80), Conditional Access Administrator(13)
