request;permission;role;Candidate_Roles
"""I need to find Restorable Time Ranges.""";Microsoft.DataProtection/backupVaults/backupInstances/findRestorableTimeRanges/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to find Restorable Time Ranges.""";Microsoft.DataProtection/backupVaults/backupInstances/findRestorableTimeRanges/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to find Restorable Time Ranges.""";Microsoft.DataProtection/backupVaults/backupInstances/findRestorableTimeRanges/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to perform Backup on the Backup Instance.""";Microsoft.DataProtection/backupVaults/backupInstances/backup/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to perform Backup on the Backup Instance.""";Microsoft.DataProtection/backupVaults/backupInstances/backup/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to perform Backup on the Backup Instance.""";Microsoft.DataProtection/backupVaults/backupInstances/backup/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to perform Backup on the Backup Instance.""";Microsoft.DataProtection/backupVaults/backupInstances/backup/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to perform Backup on the Backup Instance.""";Microsoft.DataProtection/backupVaults/backupInstances/backup/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to provision Instant Item Recovery for Protected Item.""";Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to provision Instant Item Recovery for Protected Item.""";Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to provision Instant Item Recovery for Protected Item.""";Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to provision Instant Item Recovery for Protected Item.""";Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to provision Instant Item Recovery for Protected Item.""";Microsoft.DataProtection/backupVaults/backupInstances/restore/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to return the Account SAS token for the specified storage account.""";Microsoft.Storage/storageAccounts/ListAccountSas/action;Reader and Data Access;Reader and Data Access(3)
"""I need to return the Account SAS token for the specified storage account.""";Microsoft.Storage/storageAccounts/ListAccountSas/action;Reader and Data Access;Reader and Data Access(3)
"""I need to return the Account SAS token for the specified storage account.""";Microsoft.Storage/storageAccounts/ListAccountSas/action;Reader and Data Access;Reader and Data Access(3)
"""I need to return the Account SAS token for the specified storage account.""";Microsoft.Storage/storageAccounts/ListAccountSas/action;Reader and Data Access;Reader and Data Access(3)
"""I need to return the Account SAS token for the specified storage account.""";Microsoft.Storage/storageAccounts/ListAccountSas/action;Reader and Data Access;Reader and Data Access(3)
"""I need to regenerate the access keys for the specified storage account.""";Microsoft.Storage/storageAccounts/regeneratekey/action;Storage Account Key Operator Service Role;Storage Account Key Operator Service Role(2)
"""I need to regenerate the access keys for the specified storage account.""";Microsoft.Storage/storageAccounts/regeneratekey/action;Storage Account Key Operator Service Role;Storage Account Key Operator Service Role(2)
"""I need to regenerate the access keys for the specified storage account.""";Microsoft.Storage/storageAccounts/regeneratekey/action;Storage Account Key Operator Service Role;Storage Account Key Operator Service Role(2)
"""I need to regenerate the access keys for the specified storage account.""";Microsoft.Storage/storageAccounts/regeneratekey/action;Storage Account Key Operator Service Role;Storage Account Key Operator Service Role(2)
"""I need to regenerate the access keys for the specified storage account.""";Microsoft.Storage/storageAccounts/regeneratekey/action;Storage Account Key Operator Service Role;Storage Account Key Operator Service Role(2)
"""I need to perform validations for cross region restore operation.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/validateCrossRegionRestore/action;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to perform validations for cross region restore operation.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/validateCrossRegionRestore/action;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to perform validations for cross region restore operation.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/validateCrossRegionRestore/action;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to perform validations for cross region restore operation.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/validateCrossRegionRestore/action;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to perform validations for cross region restore operation.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/validateCrossRegionRestore/action;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to get the properties of a virtual machine.""";Microsoft.Compute/virtualMachines/read;Avere Operator;Avere Operator(14)
"""I need to get the properties of a virtual machine.""";Microsoft.Compute/virtualMachines/read;Avere Operator;Avere Operator(14)
"""I need to get the properties of a virtual machine.""";Microsoft.Compute/virtualMachines/read;Avere Operator;Avere Operator(14)
"""I need to get the properties of a virtual machine.""";Microsoft.Compute/virtualMachines/read;Avere Operator;Avere Operator(14)
"""I need to get the properties of a virtual machine.""";Microsoft.Compute/virtualMachines/read;Avere Operator;Avere Operator(14)
"""I need to return CRR Operation Status for Recovery Services Vault.""";Microsoft.RecoveryServices/locations/backupCrrOperationsStatus/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return CRR Operation Status for Recovery Services Vault.""";Microsoft.RecoveryServices/locations/backupCrrOperationsStatus/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return CRR Operation Status for Recovery Services Vault.""";Microsoft.RecoveryServices/locations/backupCrrOperationsStatus/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return CRR Operation Status for Recovery Services Vault.""";Microsoft.RecoveryServices/locations/backupCrrOperationsStatus/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return CRR Operation Status for Recovery Services Vault.""";Microsoft.RecoveryServices/locations/backupCrrOperationsStatus/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to create and manage a deployment.""";Microsoft.Resources/deployments/*;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26), Avere Contributor(23), Storage Account Contributor(9), Classic Storage Account Contributor(7), Data Box Contributor(6), Elastic SAN Owner(6)
"""I need to create and manage a deployment.""";Microsoft.Resources/deployments/*;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26), Avere Contributor(23), Storage Account Contributor(9), Classic Storage Account Contributor(7), Data Box Contributor(6), Elastic SAN Owner(6)
"""I need to create and manage a deployment.""";Microsoft.Resources/deployments/*;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26), Avere Contributor(23), Storage Account Contributor(9), Classic Storage Account Contributor(7), Data Box Contributor(6), Elastic SAN Owner(6)
"""I need to create and manage a deployment.""";Microsoft.Resources/deployments/*;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26), Avere Contributor(23), Storage Account Contributor(9), Classic Storage Account Contributor(7), Data Box Contributor(6), Elastic SAN Owner(6)
"""I need to create and manage a deployment.""";Microsoft.Resources/deployments/*;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26), Avere Contributor(23), Storage Account Contributor(9), Classic Storage Account Contributor(7), Data Box Contributor(6), Elastic SAN Owner(6)
"""I need to return the list of all Protected Items.""";Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return the list of all Protected Items.""";Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return the list of all Protected Items.""";Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return the list of all Protected Items.""";Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return the list of all Protected Items.""";Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to validate if a feature is supported.""";Microsoft.DataProtection/locations/checkFeatureSupport/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68), Backup MUA Admin(26)
"""I need to validate if a feature is supported.""";Microsoft.DataProtection/locations/checkFeatureSupport/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68), Backup MUA Admin(26)
"""I need to validate if a feature is supported.""";Microsoft.DataProtection/locations/checkFeatureSupport/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68), Backup MUA Admin(26)
"""I need to validate if a feature is supported.""";Microsoft.DataProtection/locations/checkFeatureSupport/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68), Backup MUA Admin(26)
"""I need to validate if a feature is supported.""";Microsoft.DataProtection/locations/checkFeatureSupport/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68), Backup MUA Admin(26)
"""I need to list object replication policies.""";Microsoft.Storage/storageAccounts/objectReplicationPolicies/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18)
"""I need to list object replication policies.""";Microsoft.Storage/storageAccounts/objectReplicationPolicies/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18)
"""I need to list object replication policies.""";Microsoft.Storage/storageAccounts/objectReplicationPolicies/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18)
"""I need to list object replication policies.""";Microsoft.Storage/storageAccounts/objectReplicationPolicies/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18)
"""I need to list object replication policies.""";Microsoft.Storage/storageAccounts/objectReplicationPolicies/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18)
"""I need to return the result of adding blob content.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return the result of adding blob content.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return the result of adding blob content.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return the result of adding blob content.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return the result of adding blob content.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to get Operation Result of a Patch Operation for a Backup Vault.""";Microsoft.RecoveryServices/Vaults/backupFabrics/operationResults/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to get Operation Result of a Patch Operation for a Backup Vault.""";Microsoft.RecoveryServices/Vaults/backupFabrics/operationResults/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to get Operation Result of a Patch Operation for a Backup Vault.""";Microsoft.RecoveryServices/Vaults/backupFabrics/operationResults/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to get Operation Result of a Patch Operation for a Backup Vault.""";Microsoft.RecoveryServices/Vaults/backupFabrics/operationResults/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to get Operation Result of a Patch Operation for a Backup Vault.""";Microsoft.RecoveryServices/Vaults/backupFabrics/operationResults/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to get list of ResourceGuards in a Subscription.""";Microsoft.DataProtection/subscriptions/resourceGuards/read;NONE;NONE
"""I need to get list of ResourceGuards in a Subscription.""";Microsoft.DataProtection/subscriptions/resourceGuards/read;NONE;NONE
"""I need to get list of ResourceGuards in a Subscription.""";Microsoft.DataProtection/subscriptions/resourceGuards/read;NONE;NONE
"""I need to get list of ResourceGuards in a Subscription.""";Microsoft.DataProtection/subscriptions/resourceGuards/read;NONE;NONE
"""I need to get list of ResourceGuards in a Subscription.""";Microsoft.DataProtection/subscriptions/resourceGuards/read;NONE;NONE
"""I need to get the alerts for the Recovery services vault.""";Microsoft.RecoveryServices/Vaults/monitoringAlerts/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to get the alerts for the Recovery services vault.""";Microsoft.RecoveryServices/Vaults/monitoringAlerts/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to get the alerts for the Recovery services vault.""";Microsoft.RecoveryServices/Vaults/monitoringAlerts/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to get the alerts for the Recovery services vault.""";Microsoft.RecoveryServices/Vaults/monitoringAlerts/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to get the alerts for the Recovery services vault.""";Microsoft.RecoveryServices/Vaults/monitoringAlerts/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to return the result of deleting a container.""";Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/delete;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26)
"""I need to return the result of deleting a container.""";Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/delete;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26)
"""I need to return the result of deleting a container.""";Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/delete;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26)
"""I need to return the result of deleting a container.""";Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/delete;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26)
"""I need to return the result of deleting a container.""";Microsoft.DataProtection/backupVaults/backupResourceGuardProxies/delete;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26)
"""I need to return the configurations for the region.""";Microsoft.ElasticSan/locations/regionConfiguration/action;NONE;NONE
"""I need to return the configurations for the region.""";Microsoft.ElasticSan/locations/regionConfiguration/action;NONE;NONE
"""I need to return the configurations for the region.""";Microsoft.ElasticSan/locations/regionConfiguration/action;NONE;NONE
"""I need to return the configurations for the region.""";Microsoft.ElasticSan/locations/regionConfiguration/action;NONE;NONE
"""I need to return the configurations for the region.""";Microsoft.ElasticSan/locations/regionConfiguration/action;NONE;NONE
"""I need to get the resources for the resource group.""";Microsoft.Resources/subscriptions/resourceGroups/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26), Avere Contributor(23), Storage Account Backup Contributor(18), Avere Operator(14), Storage Account Contributor(9), Classic Storage Account Contributor(7), Data Box Contributor(6), Elastic SAN Owner(6), Elastic SAN Reader(5)
"""I need to get the resources for the resource group.""";Microsoft.Resources/subscriptions/resourceGroups/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26), Avere Contributor(23), Storage Account Backup Contributor(18), Avere Operator(14), Storage Account Contributor(9), Classic Storage Account Contributor(7), Data Box Contributor(6), Elastic SAN Owner(6), Elastic SAN Reader(5)
"""I need to get the resources for the resource group.""";Microsoft.Resources/subscriptions/resourceGroups/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26), Avere Contributor(23), Storage Account Backup Contributor(18), Avere Operator(14), Storage Account Contributor(9), Classic Storage Account Contributor(7), Data Box Contributor(6), Elastic SAN Owner(6), Elastic SAN Reader(5)
"""I need to get the resources for the resource group.""";Microsoft.Resources/subscriptions/resourceGroups/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26), Avere Contributor(23), Storage Account Backup Contributor(18), Avere Operator(14), Storage Account Contributor(9), Classic Storage Account Contributor(7), Data Box Contributor(6), Elastic SAN Owner(6), Elastic SAN Reader(5)
"""I need to get the resources for the resource group.""";Microsoft.Resources/subscriptions/resourceGroups/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup MUA Admin(26), Avere Contributor(23), Storage Account Backup Contributor(18), Avere Operator(14), Storage Account Contributor(9), Classic Storage Account Contributor(7), Data Box Contributor(6), Elastic SAN Owner(6), Elastic SAN Reader(5)
"""I need to return object details of the Protected Item.""";Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return object details of the Protected Item.""";Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return object details of the Protected Item.""";Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return object details of the Protected Item.""";Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return object details of the Protected Item.""";Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to delete the Backup Instance.""";Microsoft.DataProtection/backupVaults/backupInstances/delete;Backup Contributor;Backup Contributor(86)
"""I need to delete the Backup Instance.""";Microsoft.DataProtection/backupVaults/backupInstances/delete;Backup Contributor;Backup Contributor(86)
"""I need to delete the Backup Instance.""";Microsoft.DataProtection/backupVaults/backupInstances/delete;Backup Contributor;Backup Contributor(86)
"""I need to delete the Backup Instance.""";Microsoft.DataProtection/backupVaults/backupInstances/delete;Backup Contributor;Backup Contributor(86)
"""I need to delete the Backup Instance.""";Microsoft.DataProtection/backupVaults/backupInstances/delete;Backup Contributor;Backup Contributor(86)
"""I need to register a container with Recovery Service.""";Microsoft.RecoveryServices/Vaults/registeredIdentities/write;Backup Operator;Backup Operator(102)
"""I need to register a container with Recovery Service.""";Microsoft.RecoveryServices/Vaults/registeredIdentities/write;Backup Operator;Backup Operator(102)
"""I need to register a container with Recovery Service.""";Microsoft.RecoveryServices/Vaults/registeredIdentities/write;Backup Operator;Backup Operator(102)
"""I need to register a container with Recovery Service.""";Microsoft.RecoveryServices/Vaults/registeredIdentities/write;Backup Operator;Backup Operator(102)
"""I need to register a container with Recovery Service.""";Microsoft.RecoveryServices/Vaults/registeredIdentities/write;Backup Operator;Backup Operator(102)
"""I need to do all type of validations.""";Microsoft.DataProtection/backupVaults/validateForBackup/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to do all type of validations.""";Microsoft.DataProtection/backupVaults/validateForBackup/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to do all type of validations.""";Microsoft.DataProtection/backupVaults/validateForBackup/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to do all type of validations.""";Microsoft.DataProtection/backupVaults/validateForBackup/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to do all type of validations.""";Microsoft.DataProtection/backupVaults/validateForBackup/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to write to a blob.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/write;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9)
"""I need to write to a blob.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/write;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9)
"""I need to write to a blob.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/write;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9)
"""I need to write to a blob.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/write;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9)
"""I need to write to a blob.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/write;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9)
"""I need to do inquiry for workloads within a container.""";Microsoft.Storage/storageAccounts/blobServices/containers/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to do inquiry for workloads within a container.""";Microsoft.Storage/storageAccounts/blobServices/containers/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to do inquiry for workloads within a container.""";Microsoft.Storage/storageAccounts/blobServices/containers/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to do inquiry for workloads within a container.""";Microsoft.Storage/storageAccounts/blobServices/containers/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to do inquiry for workloads within a container.""";Microsoft.Storage/storageAccounts/blobServices/containers/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to delete a queue.""";Microsoft.Storage/storageAccounts/queueServices/queues/delete;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
"""I need to delete a queue.""";Microsoft.Storage/storageAccounts/queueServices/queues/delete;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
"""I need to delete a queue.""";Microsoft.Storage/storageAccounts/queueServices/queues/delete;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
"""I need to delete a queue.""";Microsoft.Storage/storageAccounts/queueServices/queues/delete;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
"""I need to delete a queue.""";Microsoft.Storage/storageAccounts/queueServices/queues/delete;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
"""I need to get information about a role assignment.""";Microsoft.Authorization/roleAssignments/read;Elastic SAN Reader;Elastic SAN Reader(5), Elastic SAN Volume Group Owner(4)
"""I need to get information about a role assignment.""";Microsoft.Authorization/roleAssignments/read;Elastic SAN Reader;Elastic SAN Reader(5), Elastic SAN Volume Group Owner(4)
"""I need to get information about a role assignment.""";Microsoft.Authorization/roleAssignments/read;Elastic SAN Reader;Elastic SAN Reader(5), Elastic SAN Volume Group Owner(4)
"""I need to get information about a role assignment.""";Microsoft.Authorization/roleAssignments/read;Elastic SAN Reader;Elastic SAN Reader(5), Elastic SAN Volume Group Owner(4)
"""I need to get information about a role assignment.""";Microsoft.Authorization/roleAssignments/read;Elastic SAN Reader;Elastic SAN Reader(5), Elastic SAN Volume Group Owner(4)
"""I need to return list of containers.""";Microsoft.Storage/storageAccounts/blobServices/containers/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return list of containers.""";Microsoft.Storage/storageAccounts/blobServices/containers/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return list of containers.""";Microsoft.Storage/storageAccounts/blobServices/containers/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return list of containers.""";Microsoft.Storage/storageAccounts/blobServices/containers/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return list of containers.""";Microsoft.Storage/storageAccounts/blobServices/containers/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return the result of put blob container.""";Microsoft.Storage/storageAccounts/blobServices/containers/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return the result of put blob container.""";Microsoft.Storage/storageAccounts/blobServices/containers/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return the result of put blob container.""";Microsoft.Storage/storageAccounts/blobServices/containers/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return the result of put blob container.""";Microsoft.Storage/storageAccounts/blobServices/containers/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return the result of put blob container.""";Microsoft.Storage/storageAccounts/blobServices/containers/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to create a backup Protection Intent.""";Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to create a backup Protection Intent.""";Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to create a backup Protection Intent.""";Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to create a backup Protection Intent.""";Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to create a backup Protection Intent.""";Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to create and manage backup jobs.""";Microsoft.RecoveryServices/Vaults/backupJobs/*;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to create and manage backup jobs.""";Microsoft.RecoveryServices/Vaults/backupJobs/*;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to create and manage backup jobs.""";Microsoft.RecoveryServices/Vaults/backupJobs/*;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to create and manage backup jobs.""";Microsoft.RecoveryServices/Vaults/backupJobs/*;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to create and manage backup jobs.""";Microsoft.RecoveryServices/Vaults/backupJobs/*;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to move the blob from one path to another.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/move/action;Storage Blob Data Contributor;Storage Blob Data Contributor(9)
"""I need to move the blob from one path to another.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/move/action;Storage Blob Data Contributor;Storage Blob Data Contributor(9)
"""I need to move the blob from one path to another.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/move/action;Storage Blob Data Contributor;Storage Blob Data Contributor(9)
"""I need to move the blob from one path to another.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/move/action;Storage Blob Data Contributor;Storage Blob Data Contributor(9)
